SysName1	SysName2	Pred
b3850	b3851	0
b3851	b3852	0
b3852	b3853	0
b3853	b3854	0
b3854	b3855	0
b3856	b3857	1
b3858	b3859	0
b3859	b3860	1
b3860	b3861	0
b3863	b3864	0
b4457	b3866	0
b3866	b3867	0
b4686	b3868	0
b3868	b3869	1
b3869	b3870	0
b3871	b3872	0
b3872	b3873	1
b3873	b3874	0
b3875	b3876	0
b3876	b3877	1
b3877	b3878	1
b3878	b3879	0
b3879	b3880	0
b3880	b3881	1
b3881	b3882	1
b3883	b3884	1
b3884	b3885	0
b3885	b3886	1
b3886	b3887	1
b3887	b3888	1
b3888	b3889	0
b3889	b3890	0
b3891	b3892	1
b3892	b3893	1
b3893	b3894	1
b3895	b3896	0
b3897	b3898	1
b3898	b3899	1
b3899	b3900	1
b3900	b3901	0
b3901	b3902	1
b3902	b3903	0
b3903	b3904	1
b3905	b3906	1
b3908	b3909	0
b3909	b3910	0
b3911	b3912	1
b4484	b3915	0
b3915	b3916	0
b3916	b3917	0
b3917	b3918	0
b3919	b3920	0
b3921	b3922	0
b3922	b3923	1
b3924	b3925	0
b3925	b3926	0
b3926	b3927	1
b3929	b3930	0
b3930	b3931	0
b3931	b3932	1
b3932	b3933	0
b3933	b3934	0
b3934	b3935	0
b3937	b3938	0
b3939	b3940	1
b3940	b3941	0
b3941	b3942	0
b3942	b3943	0
b3944	b3945	0
b3945	b3946	1
b3946	b3947	1
b3949	b3950	1
b3950	b3951	0
b3951	b3952	1
b3952	b3953	1
b3954	b3955	0
b3955	b3956	0
b3956	b3957	0
b3958	b3959	1
b3959	b3960	1
b3963	b3964	1
b3966	b3967	1
b3967	b3968	0
b3968	b3969	0
b3969	b3970	0
b3970	b3971	0
b3971	b3972	0
b3972	b3973	1
b3976	b3977	1
b3977	b3978	1
b3978	b3979	1
b3979	b3980	0
b3980	b3981	0
b3981	b3982	1
b3982	b3983	1
b3983	b3984	1
b3984	b3985	1
b3985	b3986	1
b3986	b3987	0
b3987	b3988	1
b3988	b3989	0
b4691	b3990	0
b3990	b3991	1
b3991	b4407	1
b4407	b3992	1
b3992	b3993	1
b3993	b3994	1
b3994	b3995	0
b3996	b3997	0
b3997	b3998	1
b3998	b3999	1
b3999	b4000	0
b4000	b4001	1
b4003	b4004	1
b4005	b4006	1
b4007	b4008	0
b4008	b4009	0
b4009	b4010	0
b4010	b4011	0
b4013	b4014	0
b4014	b4015	1
b4015	b4016	0
b4017	b4018	0
b4019	b4020	0
b4023	b4024	0
b4025	b4026	0
b4026	b4027	0
b4027	b4028	1
b4028	b4029	1
b4031	b4032	0
b4032	b4033	1
b4033	b4034	1
b4035	b4036	1
b4036	b4037	0
b4037	b4038	0
b4038	b4039	0
b4039	b4040	1
b4042	b4043	0
b4043	b4044	1
b4044	b4045	0
b4047	b4048	0
b4048	b4049	0
b4049	b4050	0
b4052	b4053	1
b4053	b4054	0
b4055	b4056	0
b4056	b4057	1
b4064	b4065	0
b4066	b4067	0
b4067	b4068	1
b4068	b4069	0
b4070	b4071	1
b4071	b4072	1
b4072	b4073	1
b4073	b4074	0
b4074	b4075	1
b4075	b4076	1
b4076	b4077	0
b4078	b4079	0
b4079	b4080	0
b4080	b4081	1
b4081	b4082	1
b4082	b4622	1
b4622	b4083	0
b4083	b4084	0
b4084	b4085	1
b4085	b4086	1
b4086	b4087	1
b4087	b4088	1
b4088	b4089	0
b4090	b4487	0
b4092	b4093	1
b4093	b4094	1
b4094	b4095	1
b4095	b4096	1
b4096	b4097	1
b4097	b4098	1
b4098	b4099	1
b4099	b4100	1
b4100	b4101	1
b4101	b4102	1
b4102	b4104	0
b4104	b4105	1
b4105	b4106	1
b4106	b4107	0
b4107	b4108	0
b4109	b4110	1
b4110	b4111	0
b4112	b4113	1
b4113	b4114	1
b4114	b4115	0
b4115	b4116	1
b4116	b4117	0
b4117	b4118	0
b4119	b4120	1
b4121	b4122	0
b4122	b4123	1
b4123	b4124	0
b4124	b4125	1
b4126	b4127	1
b4127	b4128	0
b4128	b4559	1
b4129	b4130	0
b4130	b4131	1
b4131	b4132	1
b4132	b4133	0
b4133	b4654	0
b4654	b4134	0
b4134	b4135	0
b4135	b4136	0
b4136	b4137	1
b4137	b4138	0
b4138	b4139	0
b4142	b4143	1
b4143	b4144	0
b4145	b4146	0
b4147	b4410	1
b4410	b4411	0
b4411	b4148	0
b4149	b4150	0
b4150	b4151	0
b4151	b4152	1
b4152	b4153	1
b4153	b4154	1
b4155	b4156	0
b4156	b4157	1
b4157	b4158	1
b4159	b4160	1
b4160	b4161	1
b4162	b4163	0
b4163	b4164	0
b4164	b4165	0
b4165	b4670	0
b4167	b4168	1
b4168	b4169	1
b4169	b4170	1
b4170	b4171	1
b4171	b4172	1
b4172	b4173	1
b4173	b4174	1
b4174	b4175	1
b4175	b4176	0
b4176	b4177	0
b4177	b4178	0
b4178	b4179	1
b4179	b4180	0
b4180	b4181	0
b4181	b4182	1
b4182	b4183	0
b4183	b4184	1
b4184	b4185	1
b4185	b4186	1
b4186	b4187	0
b4188	b4189	1
b4191	b4192	0
b4193	b4194	1
b4194	b4195	1
b4195	b4196	1
b4196	b4197	1
b4197	b4198	1
b4200	b4201	1
b4201	b4202	1
b4202	b4203	1
b4207	b4208	0
b4209	b4210	0
b4210	b4211	1
b4214	b4215	0
b4218	b4219	0
b4220	b4221	1
b4221	b4222	1
b4222	b4224	0
b4224	b4225	1
b4227	b4485	1
b4485	b4230	1
b4230	b4231	1
b4235	b4236	0
b4237	b4238	1
b4238	b4239	0
b4239	b4240	1
b4240	b4241	0
b4243	b4244	1
b4244	b4245	1
b4245	b4246	1
b4246	b4248	0
b4248	b4249	0
b4251	b4252	0
b4252	b4253	0
b4258	b4259	1
b4259	b4260	1
b4261	b4262	1
b4263	b4264	0
b4264	b4265	0
b4265	b4266	1
b4266	b4267	1
b4270	b4271	0
b4271	b4272	0
b4272	b4273	1
b4279	b4280	1
b4280	b4655	1
b4282	b4623	1
b4284	b4561	0
b4287	b4288	1
b4288	b4289	1
b4289	b4290	1
b4290	b4291	1
b4291	b4292	1
b4292	b4293	1
b4294	b4576	0
b4295	b4296	0
b4296	b4297	0
b4297	b4298	1
b4298	b4299	0
b4299	b4300	0
b4300	b4301	1
b4301	b4302	1
b4303	b4304	1
b4304	b4565	1
b4565	b4305	1
b4305	b4656	0
b4656	b4306	0
b4306	b4307	1
b4307	b4566	1
b4566	b4657	0
b4309	b4310	0
b4310	b4311	0
b4312	b4313	0
b4313	b4314	0
b4314	b4315	1
b4315	b4316	1
b4316	b4317	1
b4317	b4318	1
b4318	b4319	1
b4319	b4320	1
b4322	b4323	1
b4323	b4324	0
b4327	b4328	0
b4328	b4329	1
b4329	b4330	1
b4332	b4333	0
b4333	b4334	0
b4334	b4335	1
b4335	b4336	0
b4336	b4337	0
b4341	b4342	0
b4342	b4486	1
b4345	b4346	1
b4346	b4347	0
b4348	b4349	1
b4349	b4350	1
b4352	b4353	1
b4353	b4354	1
b4356	b4357	0
b4359	b4360	0
b4360	b4361	1
b4361	b4362	1
b4362	b4363	0
b4363	b4364	1
b4365	b4366	1
b4368	b4369	0
b4369	b4370	1
b4370	b4371	0
b4372	b4373	1
b4373	b4374	1
b4374	b4375	0
b4375	b4376	0
b4376	b4568	1
b4568	b4377	0
b4377	b4378	1
b4379	b4380	1
b4381	b4382	1
b4382	b4383	1
b4383	b4384	1
b4384	b4385	0
b4386	b4387	1
b4388	b4389	1
b4389	b4390	0
b4392	b4393	0
b4397	b4398	1
b4398	b4399	1
b4399	b4400	0
b4402	b4403	0
b4403	b0001	0
